amp_fraction,amp_consistency,period_consistency,monotonicity,period,time_peak,time_trough,volt_peak,volt_trough,time_decay,time_rise,volt_decay,volt_rise,volt_amp,time_rdsym,time_ptsym,band_amp,sample_peak,sample_last_zerox_decay,sample_zerox_decay,sample_zerox_rise,sample_last_trough,sample_next_trough,is_burst
0.1076923076923077,,,0.5636363636363637,16,5,15,-0.1444375733633287,-0.1396265986223671,11,5,0.20337395065111974,-0.004810974740961593,0.09928148795507907,0.3125,0.25,0.12252084285798538,27,10,30,25,22,38,False
0.5641025641025641,0.17583102544300083,0.5333333333333333,0.8611111111111112,30,11,21,0.808832760682893,-0.3478115240144484,12,18,2.3733210159145917,1.1566442846973415,1.7649826503059667,0.6,0.34375,0.6335646097274068,56,30,62,51,38,68,True
0.8358974358974359,0.9845910486403924,0.8666666666666667,1.0,26,13,12,0.7844674708452445,-1.5644882552316985,12,14,2.3127607815479516,2.348955726076943,2.3308582538124476,0.5384615384615384,0.52,1.1142777272240716,82,62,87,74,68,94,True
0.7589743589743589,0.9693093515768367,0.9615384615384616,1.0,25,12,13,0.8013083451384405,-1.5282933107027072,12,13,2.258104670455708,2.329601655841148,2.293853163148428,0.52,0.48,1.1439794688195841,107,87,112,100,94,119,True
0.958974358974359,0.825114157079826,0.9230769230769231,1.0,26,13,12,0.7812822447926651,-1.4567963253172675,14,12,2.5971331550974357,2.2380785701099324,2.417605862603684,0.46153846153846156,0.52,1.1561830087597122,131,112,137,124,119,145,True
0.6205128205128205,0.825114157079826,0.9230769230769231,1.0,24,13,12,0.32708042378751895,-1.8158509103047706,13,11,2.2409581303623005,2.1429313340922898,2.191944732227295,0.4583333333333333,0.52,1.1462028316237272,156,137,162,149,145,169,True
0.9128205128205128,0.8784828004705366,0.9230769230769231,1.0,26,12,13,0.3212050996484468,-1.9138777065747814,14,12,2.522001593248718,2.235082806223228,2.378542199735973,0.46153846153846156,0.48,1.1612753707300916,181,162,187,175,169,195,True
0.7743589743589744,0.8784828004705366,0.9230769230769231,1.0,24,12,13,0.01473852882801792,-2.2007964936002713,13,11,2.3845982716493963,2.215535022428289,2.3000666470388427,0.4583333333333333,0.48,1.1563543868740835,206,187,212,200,195,219,True
0.676923076923077,0.9159131498659465,0.96,1.0,25,13,12,-0.18577482867008785,-2.3698597428213786,13,12,2.3213075269408923,2.1840849141512906,2.2526962205460914,0.48,0.52,1.1506630850703568,231,212,237,224,219,244,True
0.7333333333333333,0.9284253127944193,0.96,1.0,25,13,12,-0.13800231355419523,-2.5070823556109803,13,12,2.1995138790815867,2.369080042056785,2.284296960569186,0.48,0.52,1.1453147433457673,256,237,262,249,244,269,True
